sentence,stance_type,cue,start,end,section,page
"At this stage, I decided to allow for the third theme of Lexical considerations as the reports showed that the participants were particularly concerned with choosing words and word senses.",boosting,showed,18,19,,
I asked the same metaphor expert who worked as inter-rater in Study 1 to work as the inter-rater for this study.,self_mention,i,0,1,,
We then had a reconciliation session to discuss the coding results.,self_mention,we,0,1,,
"We did not have disagreement in coding, but he pointed out two cases (out of 66) where I had overlooked parts of the answers.",self_mention,we,0,1,,
"We did not have disagreement in coding, but he pointed out two cases (out of 66) where I had overlooked parts of the answers.",self_mention,i,20,21,,
In what follows I will describe the categories in detail and provide examples for each category.,self_mention,i,3,4,,
I translated the participants’ answers.,self_mention,i,0,1,,
I sought to keep the translation as close to the participants’ answer as possible.,self_mention,i,0,1,,
"Because Vietnamese spoken language relies on flexible topic-comment organization of information, I added the missing, but understood, sentence constituents where needed (in square brackets) to make the sentences grammatical in English.",self_mention,i,12,13,,
"The coding scheme First, the reported accounts that fell into the theme of metaphoric thinking are those that show signs of metaphoric thinking such as those described in Chapter 2.",boosting,show,19,20,,
"In Chapter 2, we have discussed the significance of images in metaphor processing as a mechanism of associative thinking.",self_mention,we,4,5,,
"Using background knowledge to account for metaphorical language production also shows signs of associative thinking as the participants tacitly depend on a network of ideas and associations in memory (Lohman, 2005).",boosting,shows,10,11,,
"But when we talk of screen, the same picture will have motion.",self_mention,we,2,3,,
"The people in the picture will move from this action to the next action, [we can see] the way they move, the jobs they are doing.",self_mention,we,16,17,,
"Example 78. we·can·{3915}ream[BACK 2]mains·[BACK 2]·{10046}traditional ·{2091}beauty (Xuân) At that time, I was thinking of the traditional beauty, the beauty of the traditional way that had been handed down from our forefathers, what it was.",self_mention,i,33,34,,
"Example 78. we·can·{3915}ream[BACK 2]mains·[BACK 2]·{10046}traditional ·{2091}beauty (Xuân) At that time, I was thinking of the traditional beauty, the beauty of the traditional way that had been handed down from our forefathers, what it was.",self_mention,our,53,54,,
I thought of the tradition in ways of saying like those in the old poems that had been left for us.,self_mention,i,0,1,,
I thought of the tradition in ways of saying like those in the old poems that had been left for us.,self_mention,us,20,21,,
I thought of that.,self_mention,i,0,1,,
"While the actual word in their writing could be a highly conventional MU, using novel metaphors to explicate its usage inherently involves metaphoric reasoning.",hedging,could,7,8,,
"{5741}literature·helps·us·to·be·more·enthusiastic In life, I help you, you help me.",self_mention,i,7,8,,
Literature helps us in the same way.,self_mention,us,2,3,,
I think it is a living being.,self_mention,i,0,1,,
"Example 80. not·only·enrich·{31746}[BACK 7]service·our·study I deleted enrich, I was undecided among many verbs such as enrich, improve, enhance, service.",self_mention,i,11,12,,
"Example 80. not·only·enrich·{31746}[BACK 7]service·our·study I deleted enrich, I was undecided among many verbs such as enrich, improve, enhance, service.",self_mention,i,15,16,,
Finally I picked service our study.,self_mention,i,1,2,,
Finally I picked service our study.,self_mention,our,4,5,,
" The category of semantic prosody, which shows the participants’ evaluation of the appropriateness of a lexical item by interpreting the connotations that it is perceived to carry.",boosting,shows,8,9,,
"This makes the category broader than in current literature where semantic prosody generally refers to “the consistent aura of meaning” (Louw, 1993, p. 157) along an evaluative parameter (Sinclair, 1991; Stubbs, 2001; Thompson & Hunston, 2000) that a word/phrase acquires in a particular patterned usage..",hedging,generally,12,13,,
"With have, when we read, we see its meaning, but I think contain means behind, the meaning behind the words in a literature works, I think contain is better.",self_mention,we,4,5,,
"With have, when we read, we see its meaning, but I think contain means behind, the meaning behind the words in a literature works, I think contain is better.",self_mention,we,7,8,,
"With have, when we read, we see its meaning, but I think contain means behind, the meaning behind the words in a literature works, I think contain is better.",self_mention,i,13,14,,
"With have, when we read, we see its meaning, but I think contain means behind, the meaning behind the words in a literature works, I think contain is better.",self_mention,i,29,30,,
From means that through literature works we can learn many things.,self_mention,we,6,7,,
When we write [read?,self_mention,we,1,2,,
"], we can learn many things starting from the work.",self_mention,we,2,3,,
"I think from means that we can visualize many things; when we read the works, we can draw many things out of them.",self_mention,i,0,1,,
"I think from means that we can visualize many things; when we read the works, we can draw many things out of them.",self_mention,we,5,6,,
"I think from means that we can visualize many things; when we read the works, we can draw many things out of them.",self_mention,we,12,13,,
"I think from means that we can visualize many things; when we read the works, we can draw many things out of them.",self_mention,we,17,18,,
Even though we can see those benefits but many people in this age cannot.,self_mention,we,2,3,,
"I thought of the essay question [the task], if some people thought as such, what sentence I should give to confirm that even though [reading literature] can take time or [literature] can be difficult to understand, the knowledge it brings is a lot.",self_mention,i,0,1,,
